speaker,start,stop,duration,country,family,recipient,theme,round,speech_act,utterance,age
father,27750,31160,3410,Argentina,A02,m,1,8,a,ehm...y me me,2.1452054794520548
father,32020,44500,12480,Argentina,A02,m,1,9,a,lo lo ideal sería llevarla a lo de xy a que le saquen le limpien la cera para poder verle bien la evolución y me dio una receta para otro amoxidal para poder completar bien el tratamiento si hace falta,2.1452054794520548
mother,38220,38860,640,Argentina,A02,f,1,10,a,ok,2.1452054794520548
mother,45000,47920,2920,Argentina,A02,f,1,11,q,ok pero le dijiste que era por 10 días,2.1452054794520548
father,48950,49650,700,Argentina,A02,m,1,12,a,sí,2.1452054794520548
mother,49520,50410,890,Argentina,A02,f,1,13,q,y qué te dijo,2.1452054794520548
father,50130,52380,2250,Argentina,A02,m,1,14,a,y me dijo que lo tomemos no no sí que es ese,2.1452054794520548
mother,51930,56690,4760,Argentina,A02,f,1,15,a,ah ok ui bueno...por ahí antes de medicarla tendría que haberla llevado a que,2.1452054794520548
father,56880,61840,4960,Argentina,A02,m,1,16,a,no no sé por qué era ese día no me dijo que estaba bien no dijo como ui que macana,2.1452054794520548
mother,61980,64660,2680,Argentina,A02,f,1,17,a,ok...perfecto,2.1452054794520548
father,65090,66170,1080,Argentina,A02,c,2,1,q,está rico child,2.1452054794520548
mother,67490,68740,1250,Argentina,A02,f,3,1,a,te voy a bajar eso,2.1452054794520548
father,70280,71270,990,Argentina,A02,m,4,1,q,vos querés pescado,2.1452054794520548
mother,71930,72450,520,Argentina,A02,f,4,2,a,no,2.1452054794520548
mother,72620,89270,16650,Argentina,A02,o,5,1,a,hola xy hola xy hola xy no te vi en todo el día mi perrito bonito hola papa hola papa hola quién es un perro bueno quién es un perro bueno quién es un perro bueno hola,2.1452054794520548
mother,93970,95780,1810,Argentina,A02,c,6,1,q,bueno y que hiciste con xy child,2.1452054794520548
child,98680,101540,2860,Argentina,A02,m,6,2,a,??? con xy,2.1452054794520548
mother,101320,103710,2390,Argentina,A02,b,6,3,a,viste unos dibus...oh,2.1452054794520548
child,102510,103250,740,Argentina,A02,m,6,4,a,hm sí,2.1452054794520548
father,103780,105910,2130,Argentina,A02,b,6,5,a,está bien...???,2.1452054794520548
mother,104960,106060,1100,Argentina,A02,c,6,6,q,y qué más,2.1452054794520548
child,105110,106680,1570,Argentina,A02,b,6,7,a,con xy,2.1452054794520548
mother,106790,107650,860,Argentina,A02,c,6,8,q,con xy,2.1452054794520548
father,107680,110000,2320,Argentina,A02,c,6,9,q,dónde se vieron con xy jugaron con la masa,2.1452054794520548
child,108300,108800,500,Argentina,A02,b,6,10,a,sí,2.1452054794520548
mother,110180,111640,1460,Argentina,A02,c,6,11,q,jugaron con la masa pipi,2.1452054794520548
child,111740,112360,620,Argentina,A02,m,6,12,a,hm sí,2.1452054794520548
mother,112710,114690,1980,Argentina,A02,c,6,13,q,y en el jardín te divertiste,2.1452054794520548
child,114790,115560,770,Argentina,A02,m,6,14,a,hm sí,2.1452054794520548
mother,116210,119030,2820,Argentina,A02,c,6,15,q,la viste a la viste a xy y a xy,2.1452054794520548
child,119070,120030,960,Argentina,A02,m,6,16,a,hm sí,2.1452054794520548
father,119870,125030,5160,Argentina,A02,m,7,1,a,ay estaba xy en la entrada...se ??? por debe estar yendo menos tiempo,2.1452054794520548
mother,125660,126340,680,Argentina,A02,f,7,2,a,a mirá,2.1452054794520548
child,122410,125490,3080,Argentina,A02,b,8,1,a,a...acá ??? taza aquí,2.1452054794520548
mother,127980,128900,920,Argentina,A02,c,8,2,q,qué mi amor,2.1452054794520548
mother,131550,132350,800,Argentina,A02,c,8,3,q,qué mi amor,2.1452054794520548
mother,134180,137150,2970,Argentina,A02,f,9,1,a,cuidado ese vaso de ahí gordi mmm parece que está un poco,2.1452054794520548
father,138280,140040,1760,Argentina,A02,m,10,1,q,están buenas las milas esas,2.1452054794520548
mother,140060,142230,2170,Argentina,A02,f,10,2,a,sí no me enloquecen pero sí,2.1452054794520548
father,146160,151220,5060,Argentina,A02,m,11,1,q,este...bueno y que onda ???,2.1452054794520548
mother,151700,156450,4750,Argentina,A02,f,11,2,a,nada fue re bien...xy con el pelo larguísimo,2.1452054794520548
father,156720,157680,960,Argentina,A02,m,11,3,q,pero a dónde fueron,2.1452054794520548
mother,157720,161510,3790,Argentina,A02,f,11,4,a,a una peluquería acá cerquita...en el bajo,2.1452054794520548
father,163080,166960,3880,Argentina,A02,m,11,5,q,la que está en lanús...en camino al,2.1452054794520548
mother,166980,168190,1210,Argentina,A02,f,11,6,a,al jardín hm sí,2.1452054794520548
father,168190,168840,650,Argentina,A02,m,11,7,q,está buena,2.1452054794520548
mother,169130,173550,4420,Argentina,A02,f,11,8,a,sí...está buena...hm,2.1452054794520548
mother,175610,177930,2320,Argentina,A02,f,11,9,a,nada pero estuve mil horas horas me costó la tarde,2.1452054794520548
father,179630,180200,570,Argentina,A02,c,12,1,a,ese ???,2.1452054794520548
mother,180370,180960,590,Argentina,A02,f,13,1,q,xy,2.1452054794520548
father,181540,190460,8920,Argentina,A02,m,13,2,a,bien...todo...tranqui...no hablamos nada...???,2.1452054794520548
mother,191310,192010,700,Argentina,A02,f,13,3,q,eh,2.1452054794520548
mother,194370,196020,1650,Argentina,A02,f,13,4,q,o sea child dormío una hora,2.1452054794520548
father,196490,197440,950,Argentina,A02,m,13,5,a,sí ponele,2.1452054794520548
mother,197310,198180,870,Argentina,A02,f,13,6,q,en la pediatra,2.1452054794520548
father,198240,202200,3960,Argentina,A02,m,13,7,a,sí a upa...en un momento se despertó me miró y me hizo... y se volvió a dormir,2.1452054794520548
child,192490,193780,1290,Argentina,A02,b,14,1,a,???,2.1452054794520548
mother,205010,206290,1280,Argentina,A02,c,15,1,a,no ahí no child,2.1452054794520548
mother,210460,211950,1490,Argentina,A02,c,15,2,q,estás acomodando tu vaso,2.1452054794520548
child,212110,213410,1300,Argentina,A02,m,15,3,a,sí sí sí,2.1452054794520548
child,214930,216420,1490,Argentina,A02,m,15,4,a,y mi plato,2.1452054794520548
mother,216470,218240,1770,Argentina,A02,c,15,5,q,estás acomodando tu vaso y tu plato,2.1452054794520548
child,218540,218960,420,Argentina,A02,m,15,6,a,sí,2.1452054794520548
father,204520,206320,1800,Argentina,A02,m,17,1,q,y en el ??? cuándo ???,2.1452054794520548
father,210630,211730,1100,Argentina,A02,m,17,2,a,cuando,2.1452054794520548
father,213750,214680,930,Argentina,A02,m,17,3,a,cuando la,2.1452054794520548
father,218450,219470,1020,Argentina,A02,m,17,4,a,cuando la revisó,2.1452054794520548
father,219470,221530,2060,Argentina,A02,c,18,1,q,no querés que te corte las papitas child,2.1452054794520548
mother,221170,222760,1590,Argentina,A02,f,18,2,a,no ella quiere así enteritas,2.1452054794520548
child,221490,222080,590,Argentina,A02,f,18,3,a,no,2.1452054794520548
father,222600,223390,790,Argentina,A02,b,18,4,a,bueno,2.1452054794520548
mother,226420,228440,2020,Argentina,A02,c,18,5,q,y te las comés de a poquito no es cierto,2.1452054794520548
father,226520,227710,1190,Argentina,A02,m,19,1,a,este,2.1452054794520548
father,230110,232550,2440,Argentina,A02,m,19,2,a,cuando la revisó todo mal pero ???,2.1452054794520548
mother,231770,234920,3150,Argentina,A02,f,19,3,q,y sí...algo más le revisó,2.1452054794520548
father,235230,238320,3090,Argentina,A02,m,19,4,a,no le miró la garganta ehm,2.1452054794520548
mother,237790,238930,1140,Argentina,A02,f,19,5,q,qué dijo de su garganta,2.1452054794520548
father,240170,242580,2410,Argentina,A02,m,19,6,a,estaba bien digo por ahí un poquito rojo pero no,2.1452054794520548
mother,243770,244370,600,Argentina,A02,f,19,7,a,está bien,2.1452054794520548
child,251550,255690,4140,Argentina,A02,m,19,8,a,te te te te duele la garganta,2.1452054794520548
father,256340,256910,570,Argentina,A02,c,19,9,q,qué,2.1452054794520548
mother,256620,257410,790,Argentina,A02,c,19,10,q,qué mi amor,2.1452054794520548
child,257600,260620,3020,Argentina,A02,m,19,11,q,te te te te duele la garganta,2.1452054794520548
father,260430,261990,1560,Argentina,A02,m,19,12,q,a vos te duele la garganta,2.1452054794520548
mother,261910,266010,4100,Argentina,A02,c,19,13,q,no no me duele la garganta amor gracias...y a vos te duele la garganta,2.1452054794520548
child,265910,266440,530,Argentina,A02,m,19,14,a,no,2.1452054794520548
father,266470,267340,870,Argentina,A02,c,19,15,a,que bueno,2.1452054794520548
mother,266530,269070,2540,Argentina,A02,c,19,16,q,ah...y tu oreja cómo está,2.1452054794520548
child,269370,270380,1010,Argentina,A02,m,19,17,a,eh bien,2.1452054794520548
mother,270110,271910,1800,Argentina,A02,c,19,18,a,ya está mejor que bueno amor,2.1452054794520548
father,272390,273730,1340,Argentina,A02,m,20,1,a,y ehm,2.1452054794520548
father,277080,279560,2480,Argentina,A02,m,20,2,a,qué más había un bebé muy chiquito,2.1452054794520548
mother,290240,292060,1820,Argentina,A02,f,20,3,NA,esperaste mu ah esperaste mucho por child,2.1452054794520548
father,292800,294280,1480,Argentina,A02,m,20,4,a,ehm sí,2.1452054794520548
mother,294970,296740,1770,Argentina,A02,c,22,1,i,comé pescado,2.1452054794520548
mother,299270,301970,2700,Argentina,A02,c,22,2,a,comé pescadito también amor por,2.1452054794520548
mother,306200,310610,4410,Argentina,A02,c,22,3,a,child papitas solas no porque sabes que esta chica almorzó solamente papas,2.1452054794520548
father,311410,315850,4440,Argentina,A02,c,22,4,a,bueno...y el pescadito está está bueno además,2.1452054794520548
mother,312150,313210,1060,Argentina,A02,f,22,5,a,mirá mirá,2.1452054794520548
mother,317210,318850,1640,Argentina,A02,c,22,6,a,ah no habías comido un poco de pescado,2.1452054794520548
father,318860,325460,6600,Argentina,A02,m,22,7,a,comio tomó el té...no me acuerdo bien que pero comió bastante,2.1452054794520548
mother,327030,327590,560,Argentina,A02,f,22,8,a,ok,2.1452054794520548
child,330900,333420,2520,Argentina,A02,m,22,9,a,mirá yo??? papitas,2.1452054794520548
father,333440,335240,1800,Argentina,A02,c,22,10,a,hm pero no te las podés comer todas juntas,2.1452054794520548
mother,335340,336390,1050,Argentina,A02,c,22,11,a,de a una gorda,2.1452054794520548
father,296940,299830,2890,Argentina,A02,m,23,1,a,creo que se ofendió un poco el alumno que le cambié,2.1452054794520548
father,302100,305240,3140,Argentina,A02,m,23,2,a,y porque le cambié muy poco antes pero no importa,2.1452054794520548
father,345490,346370,880,Argentina,A02,c,23,3,q,querés limón,2.1452054794520548
child,347720,348440,720,Argentina,A02,f,23,4,a,hm sí,2.1452054794520548
father,348720,349820,1100,Argentina,A02,c,23,5,a,shuku shuku shuku,2.1452054794520548
child,348960,350850,1890,Argentina,A02,f,23,6,i,no no no no dámela,2.1452054794520548
mother,362240,365360,3120,Argentina,A02,c,23,7,q,hep jajaja está rico el limón,2.1452054794520548
child,366030,366770,740,Argentina,A02,m,23,8,a,sí,2.1452054794520548
child,372890,374770,1880,Argentina,A02,f,23,9,q,vos vos vos también,2.1452054794520548
father,374970,377520,2550,Argentina,A02,c,23,10,a,a ver...ah,2.1452054794520548
child,380200,382840,2640,Argentina,A02,f,23,11,a,yo yo yo yo yo también,2.1452054794520548
mother,380260,380930,670,Argentina,A02,f,23,12,a,más lindo,2.1452054794520548
mother,383550,385270,1720,Argentina,A02,f,23,13,q,eh chupan todos el limón,2.1452054794520548
child,384820,387410,2590,Argentina,A02,f,23,14,a,vos vos vos vos vos también,2.1452054794520548
father,385210,385710,500,Argentina,A02,m,23,15,a,no,2.1452054794520548
father,387780,391550,3770,Argentina,A02,c,23,16,a,pero no sé child yo le pongo a la comida mirá shuku shuku shuku,2.1452054794520548
child,392030,395140,3110,Argentina,A02,f,23,17,a,vos vos vos vos también,2.1452054794520548
father,394500,395530,1030,Argentina,A02,c,23,18,a,ah ah ah ah,2.1452054794520548
mother,395280,397100,1820,Argentina,A02,c,23,19,a,jajaja estás re tartamuda child,2.1452054794520548
father,397120,398360,1240,Argentina,A02,m,23,20,a,sí está tartamuda,2.1452054794520548
mother,401290,406440,5150,Argentina,A02,f,23,21,a,estuve leyendo de eso parece que es parte de eh de la evolución del lenguaje,2.1452054794520548
father,406760,408650,1890,Argentina,A02,m,23,22,q,mirá cómo jugar con eso ahora,2.1452054794520548
mother,408560,411750,3190,Argentina,A02,f,23,23,a,no es una cosa que pasa...no está jugando,2.1452054794520548
father,412560,414140,1580,Argentina,A02,m,23,24,a,ah mirá,2.1452054794520548
mother,414640,416860,2220,Argentina,A02,f,23,25,a,pero leí que era a partir de los 3 años,2.1452054794520548
father,415470,416620,1150,Argentina,A02,m,23,26,q,pero todos los chicos,2.1452054794520548
mother,416920,418450,1530,Argentina,A02,f,23,27,a,qué...no no en todos,2.1452054794520548
father,417690,418920,1230,Argentina,A02,m,23,28,q,en todos los chicos,2.1452054794520548
mother,419060,422140,3080,Argentina,A02,f,23,29,a,no pero es una...parece que es muy común,2.1452054794520548
father,420860,423390,2530,Argentina,A02,m,23,30,a,???...que loco,2.1452054794520548
mother,425860,426460,600,Argentina,A02,f,23,31,a,hm sí,2.1452054794520548
father,409070,410990,1920,Argentina,A02,m,24,1,q,amor me pasas una servilleta,2.1452054794520548
mother,435010,435650,640,Argentina,A02,f,25,1,a,???,2.1452054794520548
child,435770,436700,930,Argentina,A02,b,26,1,a,???,2.1452054794520548
father,437900,439340,1440,Argentina,A02,c,26,2,q,no querés pescadito child,2.1452054794520548
child,439690,440260,570,Argentina,A02,f,26,3,a,no,2.1452054794520548
father,441820,442630,810,Argentina,A02,c,26,4,q,me lo das a mí,2.1452054794520548
child,443910,444750,840,Argentina,A02,f,26,5,a,hm,2.1452054794520548
father,444990,445970,980,Argentina,A02,c,26,6,q,o lo comés vos,2.1452054794520548
child,445860,449090,3230,Argentina,A02,m,27,1,a,uno de esto uno de eso,2.1452054794520548
mother,449500,450160,660,Argentina,A02,c,27,2,a,ahí está,2.1452054794520548
child,450190,453310,3120,Argentina,A02,m,27,3,a,qui qui qui quiero quiero que no me gusta,2.1452054794520548
mother,453890,455840,1950,Argentina,A02,c,27,4,i,qué no te gusta entonces no lo comas,2.1452054794520548
mother,461540,466890,5350,Argentina,A02,c,28,1,q,child contame en el jardín quien estaba...estaban los amigos,2.1452054794520548
child,470980,473130,2150,Argentina,A02,m,28,2,a,??? estaba ???,2.1452054794520548
mother,473480,474450,970,Argentina,A02,c,28,3,q,quién estaba,2.1452054794520548
child,474680,475760,1080,Argentina,A02,m,28,4,a,???,2.1452054794520548
mother,477490,478140,650,Argentina,A02,c,28,5,a,hm,2.1452054794520548
child,467540,468300,760,Argentina,A02,b,29,1,a,esta,2.1452054794520548
father,483890,486260,2370,Argentina,A02,c,29,2,q,y a qué jugaron...cantaron,2.1452054794520548
father,488110,490920,2810,Argentina,A02,m,29,3,a,está a full con una de un elefante con la colita la que fuiste a ver,2.1452054794520548
mother,490340,494680,4340,Argentina,A02,c,29,4,a,sí...paso pesado,2.1452054794520548
child,494920,501610,6690,Argentina,A02,m,29,5,a,siempre pesado ahí viene el elefante,2.1452054794520548
mother,499830,501600,1770,Argentina,A02,c,29,6,a,el elefante,2.1452054794520548
mother,503500,505050,1550,Argentina,A02,c,29,7,i,pésala,2.1452054794520548
child,505740,510910,5170,Argentina,A02,m,29,8,a,no no ??? hm hm hm,2.1452054794520548
mother,508070,509210,1140,Argentina,A02,c,29,9,q,a la trompa no,2.1452054794520548
father,548490,550960,2470,Argentina,A02,m,29,10,a,no no te comiste mi mitad de coso,2.1452054794520548
mother,551510,555130,3620,Argentina,A02,f,29,11,a,probá ...pero yo no no me enteré nunca que ibas a comer de esa,2.1452054794520548
father,551670,555860,4190,Argentina,A02,m,29,12,a,no importa  tomá tomá...no está bien está bien están buenas,2.1452054794520548
mother,556620,557150,530,Argentina,A02,f,29,13,a,sí,2.1452054794520548
father,564460,565120,660,Argentina,A02,c,30,1,q,qué,2.1452054794520548
mother,574680,577200,2520,Argentina,A02,f,31,1,q,cuando llegaste estaba xy estaba en la casa,2.1452054794520548
father,577520,582750,5230,Argentina,A02,m,31,2,a,sí...cuando fui antes no y ahora... en el jardín,2.1452054794520548
father,587530,588970,1440,Argentina,A02,c,31,3,a,zum zum zum,2.1452054794520548
father,595520,596720,1200,Argentina,A02,c,31,4,a,bum bum bum,2.1452054794520548
mother,30970,32270,1300,Argentina,A02,c,33,1,a,ahí está child,2.1452054794520548
child,479440,483840,4400,Argentina,A02,b,34,1,a,??? ???,2.1452054794520548
father,516400,517860,1460,Argentina,A02,c,35,1,q,child me das una papita,2.1452054794520548
child,517960,523240,5280,Argentina,A02,f,35,2,a,hm sí...estoy dando una papita una de vos,2.1452054794520548
mother,523270,524190,920,Argentina,A02,c,35,3,i,dale una a papi,2.1452054794520548
father,525340,526460,1120,Argentina,A02,c,35,4,q,me puedo agarrar ésta,2.1452054794520548
mother,527770,528820,1050,Argentina,A02,c,35,5,a,gracias,2.1452054794520548
father,528060,528650,590,Argentina,A02,c,35,6,a,gracias,2.1452054794520548
father,530920,531500,580,Argentina,A02,c,35,7,a,epa,2.1452054794520548
child,531000,532880,1880,Argentina,A02,f,35,8,a,y y una para yo,2.1452054794520548
father,533110,536360,3250,Argentina,A02,c,35,9,q,hm bueno...pero todas vas a comer,2.1452054794520548
mother,536260,542480,6220,Argentina,A02,c,35,10,a,child servite solamente lo que vas a comer hija...bueno puede ser que se ponga más...ya está no hay más,2.1452054794520548
child,540160,542370,2210,Argentina,A02,b,35,11,a,oh no se terminaron,2.1452054794520548
father,541160,542010,850,Argentina,A02,m,35,12,a,ya está,2.1452054794520548
child,546070,548180,2110,Argentina,A02,b,35,13,a,ahora no hay más,2.1452054794520548
silence,5380,5740,360,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,9330,9630,300,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,24870,25300,430,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,27200,27750,550,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,44500,45000,500,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,47920,48950,1030,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,56690,56880,190,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,61840,61980,140,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,64660,65090,430,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,66170,67490,1320,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,68740,70280,1540,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,71270,71930,660,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,72450,72620,170,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,89270,93970,4700,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,95780,98680,2900,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,103710,103780,70,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,106680,106790,110,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,107650,107680,30,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,110000,110180,180,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,111640,111740,100,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,112360,112710,350,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,114690,114790,100,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
silence,115560,116210,650,Argentina,A02,NA,NA,NA,NA,NA,2.1452054794520548
